id,name,type,x,y,lat,lon
N438,DeliveryPoint_N438,delivery_point,618.48,754.52,,
N439,DeliveryPoint_N439,delivery_point,590.18,947.59,,
N440,DeliveryPoint_N440,delivery_point,619.05,847.48,,
N441,DeliveryPoint_N441,delivery_point,547.51,783.92,,
N442,DeliveryPoint_N442,delivery_point,642.55,839.08,,
N443,DeliveryPoint_N443,delivery_point,494.21,798.23,,
N444,DeliveryPoint_N444,delivery_point,503.85,857.88,,
N445,DeliveryPoint_N445,delivery_point,646.45,836.75,,
N446,DeliveryPoint_N446,delivery_point,490.66,943.72,,
N447,DeliveryPoint_N447,delivery_point,566.26,859.77,,
N448,DeliveryPoint_N448,delivery_point,518.29,836.02,,
N449,DeliveryPoint_N449,delivery_point,484.95,910.8,,
N450,Hub_C9,hub,1029.29,1399.83,,
N451,Warehouse_C9,warehouse,1022.57,1404.1,,
N452,DeliveryPoint_N452,delivery_point,1033.39,1466.96,,
N453,DeliveryPoint_N453,delivery_point,1079.39,1362.79,,
N454,DeliveryPoint_N454,delivery_point,999.35,1391.14,,
N455,DeliveryPoint_N455,delivery_point,1008.9,1359.65,,
N456,DeliveryPoint_N456,delivery_point,1017.96,1402.2,,
N457,DeliveryPoint_N457,delivery_point,1001.86,1416.97,,
N458,DeliveryPoint_N458,delivery_point,1052.52,1342.32,,
N459,DeliveryPoint_N459,delivery_point,933.63,1408.26,,
N460,DeliveryPoint_N460,delivery_point,899.23,1433.22,,
N461,DeliveryPoint_N461,delivery_point,981.3,1454.27,,
N462,DeliveryPoint_N462,delivery_point,911.69,1419.42,,
N463,DeliveryPoint_N463,delivery_point,1092.38,1524.55,,
N464,DeliveryPoint_N464,delivery_point,1051.05,1365.52,,
N465,DeliveryPoint_N465,delivery_point,1073.68,1355.27,,
N466,DeliveryPoint_N466,delivery_point,1084.56,1421.7,,
N467,DeliveryPoint_N467,delivery_point,1060.91,1377.75,,
N468,DeliveryPoint_N468,delivery_point,949.29,1318.9,,
N469,DeliveryPoint_N469,delivery_point,912.67,1356.23,,
N470,DeliveryPoint_N470,delivery_point,1108.51,1318.92,,
N471,DeliveryPoint_N471,delivery_point,1073.94,1435.68,,
N472,DeliveryPoint_N472,delivery_point,932.85,1392.31,,
N473,DeliveryPoint_N473,delivery_point,1029.35,1413.68,,
N474,DeliveryPoint_N474,delivery_point,1039.66,1398.17,,
N475,DeliveryPoint_N475,delivery_point,1049.6,1451.4,,
N476,DeliveryPoint_N476,delivery_point,1012.7,1386.0,,
N477,DeliveryPoint_N477,delivery_point,1070.59,1385.01,,
N478,DeliveryPoint_N478,delivery_point,1049.14,1303.8,,
N479,DeliveryPoint_N479,delivery_point,979.87,1390.09,,
N480,DeliveryPoint_N480,delivery_point,1095.47,1384.74,,
N481,DeliveryPoint_N481,delivery_point,1093.41,1387.61,,
N482,DeliveryPoint_N482,delivery_point,1044.15,1430.16,,
N483,DeliveryPoint_N483,delivery_point,992.31,1401.63,,
N484,DeliveryPoint_N484,delivery_point,862.85,1431.23,,
N485,DeliveryPoint_N485,delivery_point,1116.21,1412.0,,
N486,DeliveryPoint_N486,delivery_point,1113.53,1393.72,,
N487,DeliveryPoint_N487,delivery_point,1018.99,1393.71,,
N488,DeliveryPoint_N488,delivery_point,965.89,1319.41,,
N489,DeliveryPoint_N489,delivery_point,1097.07,1370.82,,
N490,DeliveryPoint_N490,delivery_point,1059.64,1431.59,,
N491,DeliveryPoint_N491,delivery_point,1019.96,1428.91,,
N492,DeliveryPoint_N492,delivery_point,1061.62,1352.73,,
N493,DeliveryPoint_N493,delivery_point,962.22,1470.81,,
N494,DeliveryPoint_N494,delivery_point,1093.65,1492.11,,
N495,DeliveryPoint_N495,delivery_point,1056.39,1424.87,,
N496,DeliveryPoint_N496,delivery_point,1088.58,1293.92,,
N497,DeliveryPoint_N497,delivery_point,909.64,1495.71,,
N498,DeliveryPoint_N498,delivery_point,1037.43,1435.27,,
N499,DeliveryPoint_N499,delivery_point,1055.94,1279.34,,
